,SiteID,timestamp,Device,instance,idDataAttribute,description,code,formattedValue,rawValue
0,6669,1635951354,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
1,6669,1635951354,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
2,6669,1543890108,VE.Bus System,289,40,VE.Bus state,S,Inverting,9
3,6677,1635951392,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
4,6677,1607513844,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
5,6677,1584034749,VE.Bus System,289,40,VE.Bus state,S,Inverting,9
6,6677,1557132251,VE.Bus System,290,40,VE.Bus state,S,Inverting,9
7,6805,1635951359,VE.Bus System,0,40,VE.Bus state,S,Bulk,3
8,6805,1635951359,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
9,6805,1545245187,VE.Bus System,289,40,VE.Bus state,S,Inverting,9
10,6805,1545532620,VE.Bus System,290,40,VE.Bus state,S,Inverting,9
11,7486,1635951069,VE.Bus System,0,40,VE.Bus state,S,Bulk,3
12,7486,1634321341,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
13,7486,1559098816,VE.Bus System,289,40,VE.Bus state,S,Inverting,9
14,7486,1558679852,VE.Bus System,290,40,VE.Bus state,S,Inverting,9
15,7486,1556301585,VE.Bus System,291,40,VE.Bus state,S,Inverting,9
16,7486,1543828138,VE.Bus System,292,40,VE.Bus state,S,Inverting,9
17,7525,1635339721,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
18,7525,1635339721,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
19,12672,1635951362,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
20,12672,1635951362,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
21,15676,1635951380,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
22,15676,1635951380,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
23,17160,1635951364,VE.Bus System,261,40,VE.Bus state,S,Float,5
24,17160,1629616914,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
25,17206,1635951357,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
26,17206,1635951357,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
27,18342,1635951375,VE.Bus System,261,40,VE.Bus state,S,Float,5
28,18342,1635951375,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
29,18554,1635951411,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
30,18554,1635951411,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
31,19017,1635951359,VE.Bus System,261,40,VE.Bus state,S,Absorption,4
32,19017,1635951359,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
33,19017,1554386793,VE.Bus System,289,40,VE.Bus state,S,Inverting,9
34,19379,1542616744,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
35,19418,1597744401,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
36,19418,1597410638,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
37,19863,1635950860,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
38,19863,1635950860,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
39,20084,1635362708,VE.Bus System,0,40,VE.Bus state,S,Bulk,3
40,20084,1635362708,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
41,20084,1543864073,VE.Bus System,289,40,VE.Bus state,S,Inverting,9
42,20114,1635951403,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
43,20114,1635951403,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
44,20115,1635951406,VE.Bus System,0,40,VE.Bus state,S,Bulk,3
45,20115,1635951406,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
46,20115,1544148988,VE.Bus System,289,40,VE.Bus state,S,Inverting,9
47,21507,1635205998,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
48,21507,1635205998,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
49,21605,1635951355,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
50,21605,1635951355,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
51,21605,1550492712,VE.Bus System,289,40,VE.Bus state,S,Inverting,9
52,21975,1635951214,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
53,21975,1635951214,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
54,22116,1635230539,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
55,22116,1635230539,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
56,22148,1635950835,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
57,22148,1635950835,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
58,22148,1608029838,VE.Bus System,289,40,VE.Bus state,S,Inverting,9
59,23012,1635951390,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
60,23012,1635951390,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
61,23216,1635950537,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
62,23216,1635950537,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
63,24085,1635951382,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
64,24085,1551722806,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
65,24085,1551740210,VE.Bus System,289,40,VE.Bus state,S,Inverting,9
66,24085,1551768386,VE.Bus System,290,40,VE.Bus state,S,Inverting,9
67,24085,1551074813,VE.Bus System,291,40,VE.Bus state,S,Inverting,9
68,24085,1551075417,VE.Bus System,292,40,VE.Bus state,S,Inverting,9
69,24085,1551075877,VE.Bus System,293,40,VE.Bus state,S,Inverting,9
70,24085,1550522203,VE.Bus System,294,40,VE.Bus state,S,Inverting,9
71,24085,1549981705,VE.Bus System,295,40,VE.Bus state,S,Inverting,9
72,24085,1549072474,VE.Bus System,296,40,VE.Bus state,S,Inverting,9
73,24085,1549119848,VE.Bus System,297,40,VE.Bus state,S,Inverting,9
74,24085,1550127980,VE.Bus System,298,40,VE.Bus state,S,Inverting,9
75,24085,1549150302,VE.Bus System,299,40,VE.Bus state,S,Inverting,9
76,24085,1549072531,VE.Bus System,300,40,VE.Bus state,S,Inverting,9
77,24085,1547662083,VE.Bus System,302,40,VE.Bus state,S,Inverting,9
78,27014,1635244431,VE.Bus System,261,40,VE.Bus state,S,Float,5
79,27014,1635244431,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
80,27269,1635951411,VE.Bus System,261,40,VE.Bus state,S,Absorption,4
81,27269,1631225431,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
82,27501,1633336043,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
83,27501,1579105207,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
84,27501,1583992738,VE.Bus System,289,40,VE.Bus state,S,Inverting,9
85,27736,1633947648,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
86,27736,1633947648,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
87,28405,1635950987,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
88,29471,1635951356,VE.Bus System,261,40,VE.Bus state,S,Absorption,4
89,29471,1635951356,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
90,30002,1635951160,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
91,30002,1635951160,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
92,30027,1635951263,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
93,30027,1635951263,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
94,30195,1635951379,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
95,30195,1635951379,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
96,30195,1558612963,VE.Bus System,289,40,VE.Bus state,S,Inverting,9
97,30195,1563022820,VE.Bus System,290,40,VE.Bus state,S,Inverting,9
98,30509,1635951382,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
99,30509,1635951382,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
100,30729,1635950697,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
101,30729,1635950697,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
102,31010,1635950615,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
103,31010,1635950615,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
104,31098,1635676064,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
105,31098,1635676064,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
106,31240,1635951407,VE.Bus System,261,40,VE.Bus state,S,Absorption,4
107,31240,1635951407,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
108,31306,1635951370,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
109,31306,1635951370,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
110,31307,1588845003,VE.Bus System,261,40,VE.Bus state,S,Off,0
111,31406,1635951407,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
112,31406,1635951407,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
113,31408,1635951367,VE.Bus System,261,40,VE.Bus state,S,Float,5
114,31408,1635951367,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
115,31644,1635950937,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
116,32130,1635950911,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
117,32130,1635950911,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
118,33561,1635951387,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
119,33561,1635951387,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
120,33666,1634420817,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
121,33666,1634420817,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
122,33861,1635692604,VE.Bus System,261,40,VE.Bus state,S,Storage,6
123,33861,1635692604,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
124,33861,1553699920,VE.Bus System,289,40,VE.Bus state,S,Inverting,9
125,34078,1635951354,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
126,34078,1635951354,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
127,34765,1635951410,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
128,34765,1635951410,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
129,34782,1635950760,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
130,34782,1635950760,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
131,34782,1556624306,VE.Bus System,289,40,VE.Bus state,S,Inverting,9
132,34782,1556976251,VE.Bus System,290,40,VE.Bus state,S,Inverting,9
133,34782,1557134136,VE.Bus System,291,40,VE.Bus state,S,Inverting,9
134,34977,1635951370,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
135,34977,1635951370,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
136,36736,1634906410,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
137,36736,1634906410,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
138,36736,1559646514,VE.Bus System,289,40,VE.Bus state,S,Inverting,9
139,36736,1559657885,VE.Bus System,290,40,VE.Bus state,S,Inverting,9
140,39041,1635191790,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
141,39041,1635191790,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
142,39213,1635951397,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
143,39213,1635951397,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
144,39878,1635951377,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
145,39878,1635951377,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
146,40411,1635951392,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
147,40411,1635951392,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
148,40766,1635951371,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
149,40766,1635951371,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
150,40802,1635951395,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
151,40802,1635951395,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
152,40992,1635951279,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
153,40992,1635951279,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
154,41108,1635951365,VE.Bus System,261,40,VE.Bus state,S,Storage,6
155,41129,1635951398,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
156,41129,1635951398,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
157,41138,1635951126,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
158,41138,1635951126,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
159,41160,1635951395,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
160,41160,1635951395,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
161,41176,1635951380,VE.Bus System,261,40,VE.Bus state,S,Absorption,4
162,41176,1635951380,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
163,41425,1635951379,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
164,41425,1635951379,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
165,41565,1635951361,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
166,41565,1635951361,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
167,41825,1635950561,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
168,41825,1631901607,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
169,42023,1635951405,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
170,42023,1635951405,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
171,42560,1635951399,VE.Bus System,261,40,VE.Bus state,S,Storage,6
172,42560,1635951399,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
173,42667,1635951357,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
174,42667,1635951357,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
175,42894,1635951394,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
176,42920,1635951377,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
177,42972,1633518437,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
178,42972,1633518437,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
179,43120,1635951387,VE.Bus System,261,40,VE.Bus state,S,Absorption,4
180,43120,1635951387,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
181,43200,1635951325,VE.Bus System,261,40,VE.Bus state,S,Absorption,4
182,43200,1635951325,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
183,43404,1635951400,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
184,43404,1635951400,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
185,43417,1635951388,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
186,43417,1635951388,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
187,43528,1635951372,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
188,43703,1635951353,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
189,43703,1635951353,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
190,43842,1634212111,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
191,43842,1635951399,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
192,43856,1635951377,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
193,43856,1576650845,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
194,43858,1635951406,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
195,44420,1635951318,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
196,44420,1635951318,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
197,44598,1635951411,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
198,44598,1635951411,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
199,44689,1635951363,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
200,44689,1635951363,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
201,44706,1635951369,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
202,44729,1635951373,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
203,44729,1569927657,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
204,45074,1635951380,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
205,45074,1635951380,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
206,45194,1635951167,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
207,45194,1635951167,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
208,45231,1635951408,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
209,45231,1635951408,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
210,45679,1635951046,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
211,46628,1635951395,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
212,46628,1635951395,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
213,46642,1635951263,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
214,46642,1635951263,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
215,46931,1635951328,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
216,46931,1576207634,VE.Bus System,261,40,VE.Bus state,S,Float,5
217,47060,1635951375,VE.Bus System,261,40,VE.Bus state,S,Storage,6
218,47060,1635951375,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
219,47063,1590286923,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
220,47063,1572866074,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
221,47556,1635951160,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
222,47556,1635951160,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
223,47558,1635951394,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
224,47558,1635951394,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
225,47630,1635950618,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
226,47630,1635950618,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
227,47759,1635951412,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
228,47759,1631642406,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
229,48036,1635951331,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
230,48036,1626412664,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
231,48039,1635951379,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
232,48039,1635951379,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
233,48048,1635951410,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
234,48048,1635951410,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
235,48095,1614857853,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
236,48095,1635951370,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
237,48095,1635951370,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
238,48599,1635950785,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
239,48599,1629914769,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
240,49024,1635951387,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
241,49038,1635951321,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
242,49038,1635951321,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
243,49049,1635951369,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
244,49049,1601050090,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
245,49084,1635951398,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
246,49406,1635951361,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
247,49406,1635951361,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
248,49437,1635951412,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
249,49437,1635951412,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
250,49452,1625477098,VE.Bus System,261,40,VE.Bus state,S,Absorption,4
251,49452,1625477098,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
252,49479,1635951190,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
253,49479,1635951190,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
254,49497,1635951197,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
255,49497,1631973367,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
256,49497,1628110632,VE.Bus System,290,40,VE.Bus state,S,Inverting,9
257,49628,1635951372,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
258,49628,1635951372,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
259,49823,1635951134,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
260,49823,1635951134,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
261,49948,1635951396,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
262,49948,1635951396,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
263,49992,1634313413,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
264,49992,1634313413,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
265,49996,1635951406,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
266,49996,1635951406,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
267,49999,1635951373,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
268,49999,1635951373,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
269,50004,1607344329,VE.Bus System,0,40,VE.Bus state,S,Absorption,4
270,50004,1635951310,VE.Bus System,261,40,VE.Bus state,S,Absorption,4
271,50162,1635951060,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
272,50162,1635951060,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
273,50509,1635206209,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
274,50509,1615569854,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
275,50513,1635950500,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
276,50513,1635950500,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
277,50619,1635950614,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
278,50619,1635950614,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
279,50684,1635951361,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
280,50684,1635951361,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
281,50693,1635951390,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
282,50693,1577983825,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
283,50809,1635951403,VE.Bus System,261,40,VE.Bus state,S,Absorption,4
284,50810,1635951394,VE.Bus System,0,40,VE.Bus state,S,Float,5
285,50850,1635950618,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
286,50850,1635950618,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
287,50979,1635951375,VE.Bus System,0,40,VE.Bus state,S,Absorption,4
288,50979,1635951375,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
289,51324,1635951353,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
290,51324,1631095196,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
291,51838,1635951386,VE.Bus System,0,40,VE.Bus state,S,Bulk,3
292,51838,1632054901,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
293,53758,1635937300,VE.Bus System,0,40,VE.Bus state,S,Storage,6
294,53758,1632933508,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
295,56048,1635951367,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
296,56048,1635084005,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
297,56068,1635951389,VE.Bus System,0,40,VE.Bus state,S,Absorption,4
298,56068,1635951389,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
299,56425,1635951402,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
300,56425,1635951402,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
301,56682,1634731854,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
302,56682,1634731854,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
303,57148,1635949298,VE.Bus System,0,40,VE.Bus state,S,Inverting,9
304,57148,1635144619,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
305,58187,1635951371,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
306,58187,1635951371,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
307,59422,1635206058,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
308,59422,1635206058,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
309,59572,1635951369,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
310,59572,1635951369,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
311,59848,1635951384,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
312,59848,1635951384,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
313,60498,1602368983,VE.Bus System,0,40,VE.Bus state,S,Bulk,3
314,60498,1635259906,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
315,60498,1617902880,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
316,61146,1635205954,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
317,61146,1635205954,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
318,61199,1635951371,VE.Bus System,0,40,VE.Bus state,S,Bulk,3
319,61199,1635951371,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
320,61498,1628503759,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
321,61504,1635951364,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
322,61504,1635951364,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
323,61662,1635951281,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
324,61662,1635951281,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
325,61718,1635951392,VE.Bus System,261,40,VE.Bus state,S,Float,5
326,61785,1635951384,VE.Bus System,261,40,VE.Bus state,S,Inverting,9
327,61940,1635951378,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
328,61940,1635951378,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
329,62556,1635950955,VE.Bus System,261,40,VE.Bus state,S,Absorption,4
330,62556,1635019135,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
331,62765,1635951385,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
332,62765,1635951385,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
333,62841,1635951409,VE.Bus System,0,40,VE.Bus state,S,Bulk,3
334,62841,1635951409,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
335,62910,1635343146,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
336,62910,1635343146,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
337,63326,1635951355,VE.Bus System,0,40,VE.Bus state,S,Absorption,4
338,63326,1635951355,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
339,63887,1635951404,VE.Bus System,261,40,VE.Bus state,S,Bulk,3
340,63887,1635951404,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
341,63971,1635951384,VE.Bus System,0,40,VE.Bus state,S,Bulk,3
342,63971,1632419464,VE.Bus System,288,40,VE.Bus state,S,Inverting,9
